source,target,weight
7nck,9jd7,0.7115570607605779
7nck,9jd8,0.6635617394126023
7nck,9jdk,0.8798067516530622
7nck,9je2,0.8112895203740464
7nck,9je4,0.3583989556071382
7nck,9je6,0.49878774178841845
7nck,9je7,0.7800807601246381
7nck,9je8,0.46777706805494573
7nck,9ji8,0.5139845243799721
7nck,9jke,0.24183068955197684
7nck,9k23,0.491061209455129
7nck,9k24,0.386805991552703
7nck,9ka3,0.35803609282034843
7nck,9ka4,0.5950746032210209
7nck,9kal,0.39669620117383414
7nck,9kc2,0.4603865038635548
7nck,9kcn,0.04415554546170591
7nck,9kco,0.02791722987290628
7nck,9kcp,0.7123482393588562
7nck,9lon,0.44022484159917424
7nck,9o4b,0.07405069781382885
7nck,9obp,0.10827519879583095
7nck,9qyl,0.9055727991391042
7nck,9qyn,0.6989386740069442
7nck,9rb6,0.47954016091744134
7nck,9rb7,0.1491839256577286
7nck,9rzf,0.6002105258917988
7nck,9tpt,0.313707435630263
7nck,9uf6,0.604161097918709
7nck,9ufd,0.8155271390069302
7nck,9uff,0.9581791833712895
7nck,9ufl,0.6275651372468143
7nck,9ufs,0.8723473604349348
7nck,9ufx,0.2083666059108861
7nck,9ufy,0.41094018777159536
7nck,9ug0,0.3103928056011777
7nck,9ug1,0.17734667343472532
7nck,9ujq,0.7490134216176658
7nck,9y0s,0.22308627365746242
7nrq,10kr,0.5117715959139784
7nrq,5o3l,0.2200971273304244
7nrq,5o3o,0.8753221446678394
7nrq,5o3t,0.695497518076502
7nrq,6hre,1.4895977259931492
7nrq,6hrf,1.5952903777312417
7nrq,6nwp,1.6095847361245883
7nrq,6nwq,0.43034107110952996
7nrq,6vhl,1.1577535063361335
7nrq,6vi3,1.786668488224009
7nrq,7mkf,0.933174009765686
7nrq,7mkg,1.4926845939434432
7nrq,7mkh,0.9146790754408436
7nrq,7nrs,2.424134818713397
7nrq,7nrt,2.454262890759518
7nrq,7nrv,2.278823092258804
7nrq,7nrx,1.7836413705278182
7nrq,7qjv,2.119294985118507
7nrq,7qjw,0.983942809262494
7nrq,7qjx,0.7237417043390257
7nrq,7qjy,1.0559741364663142
7nrq,7qjz,0.8707289523398319
7nrq,7qk1,1.2870245410799837
7nrq,7qk2,0.5887087078711772
7nrq,7qk5,1.6859973352870863
7nrq,7qki,1.9690943372391474
7nrq,7qkj,1.1654475150593313
7nrq,7qkk,1.0770460186982216
7nrq,7qkl,0.9852125042744266
7nrq,7qku,1.823964243185566
7nrq,7qkv,0.5548090605116786
7nrq,7qkx,1.1930411189558487
7nrq,7ql0,0.8635192012930408
7nrq,7ql1,1.3288304737673708
7nrq,7ql3,0.7010126108770913
7nrq,7ql4,2.0827773815975203
7nrq,7r4t,1.2410375892939736
7nrq,7r5h,1.3646188460287552
7nrq,7upe,1.0959810423796212
7nrq,7upf,1.0925455022004786
7nrq,7upg,1.068815965389669
7nrq,7ymn,0.7151982529189918
7nrq,8azu,0.8603595034698752
7nrq,8bgs,1.3982855134344334
7nrq,8bgv,1.6869862802519056
7nrq,8byn,1.5745504905880459
7nrq,8caq,1.6981032988085745
7nrq,8cax,0.7377729937486273
7nrq,8fug,1.5270153518373082
7nrq,8ore,1.9117346328491085
7nrq,8ot6,1.7702669420690342
7nrq,8ot9,1.032033849822172
7nrq,8otc,0.9377699202799862
7nrq,8otg,1.4539131296267862
7nrq,8oth,0.8885538205032966
7nrq,8oti,1.2549064290677658
7nrq,8otj,1.4410751712571874
7nrq,8q27,1.161337412953628
7nrq,8q2j,1.9440775018295113
7nrq,8q2k,0.9741143691867805
7nrq,8q2l,0.8654638257199594
7nrq,8q7f,1.1568279066001064
7nrq,8q7l,0.8283620171669931
7nrq,8q7m,1.8112797818664856
7nrq,8q7p,1.2615549907696206
7nrq,8q7t,1.3103607932780839
7nrq,8q88,2.085981969520104
7nrq,8q8c,1.1403130835912665
7nrq,8q8d,1.792046242984555
7nrq,8q8e,1.644941201875946
7nrq,8q8f,1.684822553009973
7nrq,8q8l,1.4482195474172876
7nrq,8q8m,2.0642758561644436
7nrq,8q8r,2.2582821325690983
7nrq,8q8s,1.7419749032019713
7nrq,8q8u,0.296115533642937
7nrq,8q8v,0.5648437067663818
7nrq,8q8w,1.0871097667829475
7nrq,8q8x,1.1719713044135214
7nrq,8q8y,0.8558058135121692
7nrq,8q8z,1.2911883423445396
7nrq,8q97,0.8038030641694188
7nrq,8q98,1.0143505074768444
7nrq,8q99,0.6293040546198369
7nrq,8q9a,1.8165239587948037
7nrq,8q9b,1.1440495666838923
7nrq,8q9c,0.9994425596250291
7nrq,8q9d,1.2123510219865605
7nrq,8q9e,0.5297419303034359
7nrq,8q9f,0.8192788965950095
7nrq,8q9g,1.301104584982161
7nrq,8q9h,1.1856908181826575
7nrq,8q9i,1.3883922487871183
7nrq,8q9j,1.1167361452108635
7nrq,8q9k,0.8536583496370673
7nrq,8q9l,1.3982538328849805
7nrq,8q9m,1.754547500980514
7nrq,8q9o,1.5144236015700725
7nrq,8qcp,1.9643517340846977
7nrq,8qcr,0.4326600424047233
7nrq,8qjj,1.2814203106843487
7nrq,8seh,0.9965924453127994
7nrq,8sei,1.00463344275702
7nrq,8uq7,1.7962362118181947
7nrq,8zwl,1.5572777265357955
7nrq,8zwm,0.9487999715076393
7nrq,8zx6,1.7752910747876478
7nrq,9b4l,2.195333449424568
7nrq,9b4m,2.5229649215841787
7nrq,9b4n,2.5826138923523216
7nrq,9b4o,1.864999266688106
7nrq,9bbl,1.4908228546631457
7nrq,9bbm,1.2981822460053478
7nrq,9bxi,1.910215315504228
7nrq,9bxo,2.100167651450135
7nrq,9bxq,1.6383554819355628
7nrq,9bxr,1.3397943342750347
7nrq,9cgx,1.8229407309720969
7nrq,9cgz,1.547990396633395
7nrq,9czi,1.4756452247824796
7nrq,9czl,1.7253288385206822
7nrq,9eo7,2.251381559018446
7nrq,9eo9,1.6424737694408627
7nrq,9eoe,2.39490764455591
7nrq,9eog,2.367213414983385
7nrq,9eoh,1.808544506260155
7nrq,9erm,1.7662457296075427
7nrq,9ern,1.6867762939127195
7nrq,9ero,1.4293346234585331
7nrq,9fh6,1.4608093019417072
7nrq,9h5g,1.688435798294042
7nrq,9h5j,1.6447639578386493
7nrq,9hbb,2.120196175031274
7nrq,9o6v,1.9665093077783389
7nrq,9o6w,2.131208652216106
7nrq,9o6x,1.9484563858584862
7nrq,9o6y,1.9591815396853545
7nrq,9o6z,1.365313020565615
7nrq,9o76,1.733427416729435
7nrq,9o79,1.9143851170727821
7nrq,9o7b,1.913291815339876
7nrq,9o7c,2.0173671999471705
7nrq,9pgo,1.6726733697381462
7nrq,9r2f,0.8076871295400867
7nrq,9shs,1.5770326900493514
7nrq,9tzx,0.7053919068561274
7nrs,10kr,0.7759293650211
7nrs,5o3l,0.42740919832297675
7nrs,5o3o,1.0125141608018022
7nrs,5o3t,1.0281568981703628
7nrs,6hre,1.1827353559295068
7nrs,6hrf,1.8052375591803844
7nrs,6nwp,1.5939650974348107
7nrs,6nwq,0.5307165870046264
7nrs,6vhl,1.294133834080621
7nrs,6vi3,1.8347156569956309
7nrs,7mkf,1.0693146663828912
7nrs,7mkg,1.5745329965919515
7nrs,7mkh,1.3975970452518853
7nrs,7nrq,2.424134818713397
7nrs,7nrt,3.651665107716203
7nrs,7nrv,2.0860928865610653
7nrs,7nrx,1.8830803612955116
7nrs,7qjv,2.1879416466756405
7nrs,7qjw,1.3364592288098005
7nrs,7qjx,0.8645481667390966
7nrs,7qjy,1.2756351629929914
7nrs,7qjz,1.0471326923020692
7nrs,7qk1,1.5372178590403736
7nrs,7qk2,0.7384273612842517
7nrs,7qk5,1.7991174140003416
7nrs,7qki,1.8950389637241163
7nrs,7qkj,1.6134327171579124
7nrs,7qkk,1.3824198607999012
7nrs,7qkl,1.4696032808836197
7nrs,7qku,2.116940182563555
7nrs,7qkv,0.8071262551865963
7nrs,7qkx,1.4140374268347617
7nrs,7ql0,1.0365080803038085
7nrs,7ql1,1.314263552675833
7nrs,7ql3,0.38816759954882835
7nrs,7ql4,2.045619556057023
7nrs,7r4t,1.699336268091944
7nrs,7r5h,1.2648254774834944
7nrs,7upe,0.9130122509401613
7nrs,7upf,0.9620602468170858
7nrs,7upg,1.199206570556197
7nrs,7ymn,0.9346557958424409
7nrs,8azu,0.9816673153140527
7nrs,8bgs,1.6762022748409993
7nrs,8bgv,1.3736594550646712
7nrs,8byn,1.5731912055121402
7nrs,8caq,1.5281148083625553
7nrs,8cax,0.689672122043107
7nrs,8fug,1.1319609179126309
7nrs,8ore,2.1768143159418307
7nrs,8ot6,1.8069737272161341
7nrs,8ot9,1.2466301802423625
7nrs,8otc,1.095023824935687
7nrs,8otg,1.5556089084078177
7nrs,8oth,1.2797207280582987
7nrs,8oti,1.6098252531053228
7nrs,8otj,1.3123599947074658
7nrs,8p34,0.1148008902509438
7nrs,8q27,1.2815240841934483
7nrs,8q2j,1.8490116065391216
7nrs,8q2k,1.5195748912848284
7nrs,8q2l,1.1418753741902778
7nrs,8q7f,1.3145688316327078
7nrs,8q7l,1.0006723596818063
7nrs,8q7m,2.327327615421787
7nrs,8q7p,1.6321538268181957
7nrs,8q7t,1.558324724392205
7nrs,8q88,2.23539521103313
7nrs,8q8c,1.3630445709790422
7nrs,8q8d,2.0726433606667696
7nrs,8q8e,1.5819787655990194
7nrs,8q8f,2.0037337713020116
7nrs,8q8l,1.6139711267403267
7nrs,8q8m,1.829340314034047
7nrs,8q8r,2.166407523667347
7nrs,8q8s,2.0378529294862244
7nrs,8q8u,0.596760914616244
7nrs,8q8v,0.6751638538434079
7nrs,8q8w,1.355829737536267
7nrs,8q8x,1.303352637807862
7nrs,8q8y,1.170400790447539
7nrs,8q8z,1.3590167964716833
7nrs,8q97,0.9341239172950726
7nrs,8q98,1.2819735336012439
7nrs,8q99,0.6594487029989142
7nrs,8q9a,1.7956831402291922
7nrs,8q9b,1.4879270736484667
7nrs,8q9c,1.4129089281901186
7nrs,8q9d,1.3898433590821972
7nrs,8q9e,0.5516275822456528
7nrs,8q9f,0.8089766447422374
7nrs,8q9g,1.7604873698254113
7nrs,8q9h,1.434398113266766
7nrs,8q9i,1.60453119563909
7nrs,8q9j,1.3773386664320078
7nrs,8q9k,0.9563798775340004
7nrs,8q9l,1.5033884226350416
7nrs,8q9m,2.0974736095027025
7nrs,8q9o,1.6968325165986033
7nrs,8qcp,1.6726596748551916
7nrs,8qcr,0.6058084079987756
7nrs,8qjj,1.329118131701558
7nrs,8seh,1.1857705662984332
7nrs,8sei,1.4870748098421007
7nrs,8uq7,1.7073919972378828
7nrs,8zwl,1.9901215980432674
7nrs,8zwm,1.0472330758342714
7nrs,8zx6,1.8109321388849566
7nrs,9b4l,2.018511663578802
7nrs,9b4m,1.9549356834166662
7nrs,9b4n,2.1323275138208704
7nrs,9b4o,1.5550698177436075
7nrs,9bbl,1.6534058857529026
7nrs,9bbm,1.3480861257804144
7nrs,9bxi,2.1210245055337515
7nrs,9bxo,2.481983760966994
7nrs,9bxq,1.975684368976583
7nrs,9bxr,2.059087645965354
7nrs,9cgx,1.643938409144021
7nrs,9cgz,1.3495687239823573
7nrs,9czi,1.2933033971283145
7nrs,9czl,2.07746993881301
7nrs,9eo7,2.243443721263767
7nrs,9eo9,1.798114267045723
7nrs,9eoe,2.098370644976672
7nrs,9eog,2.3078523050778843
7nrs,9eoh,1.8772185778649082
7nrs,9erm,1.5853296013262164
7nrs,9ern,1.718441113258346
7nrs,9ero,1.721263436533405
7nrs,9fh6,1.2649192367186877
7nrs,9h5g,1.5333627869068907
7nrs,9h5j,1.33144622221558
7nrs,9hbb,2.1476370946131307
7nrs,9o6v,1.8828824066925556
7nrs,9o6w,1.8193844179520586
7nrs,9o6x,1.987104108951998
7nrs,9o6y,1.897738067958024
7nrs,9o6z,1.4467098768177886
7nrs,9o76,1.7976130215489683
7nrs,9o79,2.077731671544055
7nrs,9o7b,2.1468665021685274
7nrs,9o7c,1.8410649272174535
7nrs,9pgo,1.2835085580748284
7nrs,9r2f,0.8713318437965653
7nrs,9shs,1.5854688392282785
7nrs,9tzx,0.8569130209052306
7nrt,10kr,0.6563335778431367
7nrt,5o3l,0.3642141944729928
7nrt,5o3o,1.0396943343719922
7nrt,5o3t,0.9062709235224325
7nrt,6hre,1.1856248467936328
7nrt,6hrf,1.8933902083243346
7nrt,6nwp,1.6320058521934278
7nrt,6nwq,0.5002325136073822
7nrt,6vhl,1.258636135548239
7nrt,6vi3,1.8090659801462672
7nrt,7mkf,1.075833175774889
7nrt,7mkg,1.5670916028002364
7nrt,7mkh,1.426382699811503
7nrt,7nrq,2.454262890759518
7nrt,7nrs,3.651665107716203
7nrt,7nrv,2.1219761228819696
7nrt,7nrx,1.904050962582955
7nrt,7qjv,2.2117787678641827
7nrt,7qjw,1.4371023042501914
7nrt,7qjx,0.9369257512846291
7nrt,7qjy,1.284300229168516
7nrt,7qjz,1.1128985086004777
7nrt,7qk1,1.454326992376363
7nrt,7qk2,0.774492752370086
7nrt,7qk5,1.7852562469789366
7nrt,7qki,1.8383116543745714
7nrt,7qkj,1.5318325654822957
7nrt,7qkk,1.4188272799563928
7nrt,7qkl,1.4224881605682582
7nrt,7qku,2.0869604328634055
7nrt,7qkv,0.8422805958638356
7nrt,7qkx,1.4875341843775594
7nrt,7ql0,1.0367002199790383
7nrt,7ql1,1.3533693720858042
7nrt,7ql3,0.4286427347108514
7nrt,7ql4,1.9707144941736146
7nrt,7r4t,1.7649980279380308
7nrt,7r5h,1.3191495760998984
7nrt,7upe,0.8559829406945711
7nrt,7upf,0.9055167626230821
7nrt,7upg,1.2887576374345948
7nrt,7ymn,0.8166227254413622
7nrt,8azu,0.9843463372999961
7nrt,8bgs,1.5585090220573385
7nrt,8bgv,1.3750961517288014
7nrt,8byn,1.6603185945650503
7nrt,8caq,1.5149506762491414
7nrt,8cax,0.67872667959561
7nrt,8fug,1.1368811164435515
7nrt,8ore,2.1074262111240145
7nrt,8ot6,1.8304410026905535
7nrt,8ot9,1.2841182847471724
7nrt,8otc,0.9897054233761711
7nrt,8otg,1.4976609493262334
7nrt,8oth,1.306744942451294
7nrt,8oti,1.61395195507
7nrt,8otj,1.2082485906773657
7nrt,8p34,0.026481861982494043
7nrt,8q27,1.2543766831143808
7nrt,8q2j,1.9445591498292476
7nrt,8q2k,1.5757510550733067
7nrt,8q2l,1.0643228985869553
7nrt,8q7f,1.3457929474339192
7nrt,8q7l,1.0280689370237475
7nrt,8q7m,2.1663103898120912
7nrt,8q7p,1.6545279648744677
7nrt,8q7t,1.5743732938696975
7nrt,8q88,2.1572185589116515
7nrt,8q8c,1.3217291335530506
7nrt,8q8d,2.124045465520303
7nrt,8q8e,1.6720171467537555
7nrt,8q8f,2.059954372149033
7nrt,8q8l,1.5610115520174557
7nrt,8q8m,1.815147498732329
7nrt,8q8r,2.170426408024098
7nrt,8q8s,1.9676772463820051
7nrt,8q8u,0.5860115059571616
7nrt,8q8v,0.8373484091534232
7nrt,8q8w,1.2970789667279083
7nrt,8q8x,1.2917904572110417
7nrt,8q8y,1.1784384048098038
7nrt,8q8z,1.3601734467735491
7nrt,8q97,0.9787214801964403
7nrt,8q98,1.3608470799606998
7nrt,8q99,0.6729290092275414
7nrt,8q9a,1.823131528488744
7nrt,8q9b,1.455497916189573
7nrt,8q9c,1.4038232240445327
7nrt,8q9d,1.3451421954965281
7nrt,8q9e,0.6745605161026862
7nrt,8q9f,0.8545102288897392
7nrt,8q9g,1.7549384870146123
7nrt,8q9h,1.447071636951494
7nrt,8q9i,1.6093252504153779
7nrt,8q9j,1.3908475418662747
7nrt,8q9k,1.0063354091458154
7nrt,8q9l,1.5357632075141325
7nrt,8q9m,2.150341692412685
7nrt,8q9o,1.6943206957258965
7nrt,8qcp,1.6709522322303854
7nrt,8qcr,0.6662403673513961
7nrt,8qjj,1.278814125660565
7nrt,8seh,1.1661859382073865
7nrt,8sei,1.5342272776237573
7nrt,8uq7,1.6899769906732185
7nrt,8zwl,1.8791098557765344
7nrt,8zwm,0.977172979343977
7nrt,8zx6,1.7711633418748707
7nrt,9b4l,2.1710552694953402
7nrt,9b4m,2.003600575872199
7nrt,9b4n,1.9948101193226695
7nrt,9b4o,1.624559292797707
7nrt,9bbl,1.5553358394867893
7nrt,9bbm,1.3097600768339146
7nrt,9bxi,2.1215504525512316
7nrt,9bxo,2.469976943780812
7nrt,9bxq,1.846818672858444
7nrt,9bxr,1.9727322464368613
7nrt,9cgx,1.5843814244356684
7nrt,9cgz,1.347626040354523
7nrt,9czi,1.2777566589549165
7nrt,9czl,2.030358502124317
7nrt,9eo7,2.1732018591161903
7nrt,9eo9,1.7544988193810909
7nrt,9eoe,2.0778559225841007
7nrt,9eog,2.2017164889817304
7nrt,9eoh,1.8280302968340614
7nrt,9erm,1.6113992042477474
7nrt,9ern,1.7308836322594296
7nrt,9ero,1.6439385448013497
7nrt,9fh6,1.340459040528436
7nrt,9h5g,1.5170547348327152
7nrt,9h5j,1.4251882113408627
7nrt,9hbb,2.0928830466700457
7nrt,9o6v,1.9555804456447738
7nrt,9o6w,1.7814192556582753
7nrt,9o6x,1.9407105416552017
7nrt,9o6y,1.7764691786750233
7nrt,9o6z,1.405709920583878
7nrt,9o76,1.7649596748557734
7nrt,9o79,2.1791612104234526
7nrt,9o7b,2.134322201159212
7nrt,9o7c,1.8587261204950554
7nrt,9pgo,1.3064529120769006
7nrt,9r2f,0.8853455813467802
7nrt,9shs,1.636387493498081
7nrt,9tzx,0.8991755895993314
7nrv,10kr,0.5497104413586421
7nrv,5o3l,0.44664704550839207
7nrv,5o3o,0.8615122928031322
7nrv,5o3t,0.40064619361181064
7nrv,6gx5,0.1933300800051671
7nrv,6hre,1.3722877800680293
7nrv,6hrf,1.678069054201692
7nrv,6nwp,1.3594198423049104
7nrv,6nwq,0.18975524431072888
7nrv,6vhl,0.4326165195536027
7nrv,6vi3,1.2644521186627355
7nrv,7mkf,0.9590078244441633
7nrv,7mkg,1.2503393131111205
7nrv,7mkh,1.2643888390472282
7nrv,7nrq,2.278823092258804
7nrv,7nrs,2.0860928865610653
7nrv,7nrt,2.1219761228819696
7nrv,7nrx,2.004333862984816
7nrv,7qjv,1.854307896994379
7nrv,7qjw,0.9538025592257032
7nrv,7qjx,0.995784074334168
7nrv,7qjy,1.2321494806846298
7nrv,7qjz,0.8978261437176263
7nrv,7qk1,1.2528260443451336
7nrv,7qk2,0.8577374044072144
7nrv,7qk5,1.823878140875787
7nrv,7qki,1.4657017310060794
7nrv,7qkj,1.073757575646456
7nrv,7qkk,1.2917102090917614
7nrv,7qkl,1.2770249294904255
7nrv,7qku,1.8858048987161198
7nrv,7qkv,0.8861586060063619
7nrv,7qkx,1.036982532480819
7nrv,7ql0,0.9203396924279431
7nrv,7ql1,1.1186751418837697
7nrv,7ql3,0.7906290897771955
7nrv,7ql4,1.7418194960168225
7nrv,7r4t,1.2496539242170495
7nrv,7r5h,1.2610413976921175
7nrv,7upe,0.9943537820992437
7nrv,7upf,1.0271067699365122
7nrv,7upg,0.7901768063513377
7nrv,7ymn,0.6935705743844036
7nrv,8azu,0.45648192826162654
7nrv,8bgs,1.2990082372721061
7nrv,8bgv,1.5924164673490284
7nrv,8byn,1.1003332289143546
7nrv,8caq,1.2892408370962167
7nrv,8cax,0.5684642816052758
7nrv,8fug,0.8940421450301683
7nrv,8ore,1.8889189209969846
7nrv,8ot6,1.3704448872958122
7nrv,8ot9,0.9787588899896935
7nrv,8otc,0.6266728946919795
7nrv,8otg,1.300136188279796
7nrv,8oth,0.8008328413947636
7nrv,8oti,1.319094336028969
7nrv,8otj,1.2344157526254718
7nrv,8p34,0.2815267321710572
7nrv,8q27,1.3743534665791104
7nrv,8q2j,1.5521039414200442
7nrv,8q2k,1.1342232570832942
7nrv,8q2l,0.8444754049201295
7nrv,8q7f,1.4339915198909092
7nrv,8q7l,1.1193630824898342
7nrv,8q7m,1.6079397152599397
7nrv,8q7p,1.299426845609715
7nrv,8q7t,1.384517665855357
7nrv,8q88,1.9424867316533523
7nrv,8q8c,1.274112273789618
7nrv,8q8d,1.8084565803734858
7nrv,8q8e,1.6122804087330316
7nrv,8q8f,1.7308647264818702
7nrv,8q8l,1.4666661017751081
7nrv,8q8m,1.7356578504118603
7nrv,8q8r,1.970916032704169
7nrv,8q8s,1.6438417582456104
7nrv,8q8u,0.3998427852637806
7nrv,8q8v,0.9359262364259001
7nrv,8q8w,1.2183377181759956
7nrv,8q8x,1.3902013235767556
7nrv,8q8y,1.2208469624383262
7nrv,8q8z,1.3023538663355052
7nrv,8q97,0.8659643535440438
7nrv,8q98,1.2061969924104894
7nrv,8q99,0.9995761100592974
7nrv,8q9a,1.69646090638124
7nrv,8q9b,1.2232038230706588
7nrv,8q9c,1.1758388804425632
7nrv,8q9d,1.2669077297859899
7nrv,8q9e,0.8420483376971749
7nrv,8q9f,0.7284313781849587
7nrv,8q9g,0.9539920438915257
7nrv,8q9h,0.9864436285557835
7nrv,8q9i,0.9964957636852306
7nrv,8q9j,0.9340902710967776
7nrv,8q9k,0.541395366395659
7nrv,8q9l,1.063010038768058
7nrv,8q9m,1.6439163638671743
7nrv,8q9o,1.2451848489119006
7nrv,8qcp,1.7819889944319818
7nrv,8qcr,0.5105514235902786
7nrv,8qjj,1.0982362787809374
7nrv,8seh,1.1418266014438279
7nrv,8sei,0.8851328648204747
7nrv,8uq7,1.7236875407965297
7nrv,8zwl,1.7218021224995312
7nrv,8zwm,1.090586741759546
7nrv,8zx6,1.7292395322936618
7nrv,9b4l,1.7038283029233383
7nrv,9b4m,1.9463119711603376
7nrv,9b4n,1.792427122005116
7nrv,9b4o,1.5810406092110525
7nrv,9bbl,1.2716894593369932
7nrv,9bbm,1.4476429849826027
7nrv,9bxi,1.830322145777852
7nrv,9bxo,1.8245279831338856
7nrv,9bxq,1.349657227292302
7nrv,9bxr,1.4943693321874891
7nrv,9cgx,1.7633645732291978
7nrv,9cgz,1.3577257181174514
7nrv,9czi,1.4827739640791862
7nrv,9czl,1.5203237412066195
7nrv,9eo7,2.0982739622889315
7nrv,9eo9,1.553429772508809
7nrv,9eoe,1.8431537276803003
7nrv,9eog,2.1416417631784777
7nrv,9eoh,1.7375856748110992
7nrv,9erm,1.3764173332149676
7nrv,9ern,1.533100865337496
7nrv,9ero,1.8198002523243904
7nrv,9fh6,1.4467446212767552
7nrv,9h5g,1.5252143862796248
7nrv,9h5j,1.3672149736578116
7nrv,9hbb,1.7393362271405386
7nrv,9o6v,1.789559883948865
7nrv,9o6w,1.9150659714463187
7nrv,9o6x,2.0028423907591972
7nrv,9o6y,2.026521457877286
7nrv,9o6z,1.7042703386028517
7nrv,9o76,1.7169154941668494
7nrv,9o79,1.7861814894019645
7nrv,9o7b,1.9248879508842136
7nrv,9o7c,1.968380241962469
7nrv,9pgo,1.5240486410196157
7nrv,9r2f,0.8190058765405788
7nrv,9shs,1.801489560072557
7nrv,9tzx,0.5766223914351076
7nrx,10kr,0.8851775667438961
7nrx,5o3l,0.7838038769473947
7nrx,5o3o,0.5381223583586443
7nrx,5o3t,0.9711995931715981
7nrx,6hre,1.4639946960789585
7nrx,6hrf,1.6698163455101054
7nrx,6nwp,1.2596816898510783
7nrx,6nwq,0.5265707748000196
7nrx,6vhl,1.065835020731431
7nrx,6vi3,1.436078546747551
7nrx,7mkf,0.856738261761909
7nrx,7mkg,1.1519717850523825
7nrx,7mkh,1.0117679210710016
7nrx,7nrq,1.7836413705278182
7nrx,7nrs,1.8830803612955116
7nrx,7nrt,1.904050962582955
7nrx,7nrv,2.004333862984816
7nrx,7qjv,1.4062846601187422
7nrx,7qjw,1.0315179377644266
7nrx,7qjx,0.5799384111083394
7nrx,7qjy,1.2689150896534787
7nrx,7qjz,0.8158377234347537
7nrx,7qk1,1.1435680781792352
7nrx,7qk2,1.0481029016707823
7nrx,7qk5,1.2977580629568857
7nrx,7qki,1.3789911260636076
7nrx,7qkj,1.047016319644222
7nrx,7qkk,1.0715294174837973
7nrx,7qkl,1.188642284280943
7nrx,7qku,1.502870974367951
7nrx,7qkv,0.6952033946226641
7nrx,7qkx,1.1982669516433784
7nrx,7ql0,1.096299417941559
7nrx,7ql1,1.1799422446068795
7nrx,7ql3,0.3311621543894151
7nrx,7ql4,1.40735444771001
7nrx,7r4t,1.1239715552559233
7nrx,7r5h,1.2091135331276466
7nrx,7upe,0.6593295017817834
7nrx,7upf,0.6201959503727359
7nrx,7upg,0.6476663880982066
7nrx,7ymn,0.82860908383603
7nrx,8azu,0.8098140985913279
7nrx,8bgs,0.9424090503715297
7nrx,8bgv,1.3074353826594043
7nrx,8byn,1.431979449069384
7nrx,8caq,1.3351654657056302
7nrx,8cax,0.46520398130971286
7nrx,8fug,0.7768718465292429
7nrx,8ore,1.6141844751223406
7nrx,8ot6,1.2928523724364853
7nrx,8ot9,1.347278819396533
7nrx,8otc,0.9930474963758901
7nrx,8otg,1.384110591078845
7nrx,8oth,1.110283733261057
7nrx,8oti,1.3031552314531076
7nrx,8otj,1.3203140043550603
7nrx,8p34,0.0269400837639731
7nrx,8q27,1.5311789296807679
7nrx,8q2j,1.788242919337841
7nrx,8q2k,1.1033620185670145
7nrx,8q2l,0.7238071780162757
7nrx,8q7f,1.276447630584469
7nrx,8q7l,0.9130940129522701
7nrx,8q7m,1.43435872924128
7nrx,8q7p,1.3375704522439906
7nrx,8q7t,1.3394507675228353
7nrx,8q88,1.8111591915914693
7nrx,8q8c,1.266090718416652
7nrx,8q8d,1.3440479020325626
7nrx,8q8e,1.1035355306027088
7nrx,8q8f,1.1627880937462436
7nrx,8q8l,0.871468902086316
7nrx,8q8m,1.3570778672322477
7nrx,8q8r,1.437387783443143
7nrx,8q8s,1.70008935780595
7nrx,8q8u,0.6540259706214593
7nrx,8q8v,0.9599045613229764
7nrx,8q8w,1.2645767233849632
7nrx,8q8x,1.5261382496150593
7nrx,8q8y,1.1376941598335917
7nrx,8q8z,1.4979071857581732
7nrx,8q97,0.9266239236960656
7nrx,8q98,1.1544500665593742
7nrx,8q99,0.8188368723857564
7nrx,8q9a,1.6953358686210744
7nrx,8q9b,1.4032723968837124
7nrx,8q9c,1.3066550697454087
7nrx,8q9d,1.4472065492694752
7nrx,8q9e,0.9454547048265398
7nrx,8q9f,0.7465987686282654
7nrx,8q9g,1.3074018630428952
7nrx,8q9h,1.1939001916265757
7nrx,8q9i,1.0180840337376214
7nrx,8q9j,0.9879352720012538
7nrx,8q9k,0.7527853529278938
7nrx,8q9l,1.2284758884693918
7nrx,8q9m,1.5807878954905035
7nrx,8q9o,1.2861942854370796
7nrx,8qcp,1.1119049231177454
7nrx,8qcr,1.0099958241204565
7nrx,8qjj,1.1708430848864533
7nrx,8seh,1.0556927400902794
7nrx,8sei,1.1328581684375199
7nrx,8uq7,1.513364053241181
7nrx,8zwl,1.7680669605360666
7nrx,8zwm,1.1975884682156237
7nrx,8zx6,1.7154217714255258
7nrx,9b4l,1.5308238371550968
7nrx,9b4m,1.8451818183041269
7nrx,9b4n,1.8558610383694998
7nrx,9b4o,1.6854530183634862
7nrx,9bbl,1.1857425294825874
7nrx,9bbm,1.1719283459421757
7nrx,9bxi,1.5445344621123405
7nrx,9bxo,1.753802866924192
7nrx,9bxq,1.3596657432926542
7nrx,9bxr,1.4889508480070934
7nrx,9cgx,1.5885498601780168
7nrx,9cgz,0.9290846126830148
7nrx,9czi,1.0996138344266282
7nrx,9czl,1.1831218906640357
7nrx,9eo7,2.147518795321269
7nrx,9eo9,1.6683264105620048
7nrx,9eoe,1.948102046200475
7nrx,9eog,1.711540700744432
7nrx,9eoh,1.7434572814914122
7nrx,9erm,1.3278581063521453
7nrx,9ern,1.389970531700059
